left	right
91323	52137
809	41294
39630	37601
44622	3465
56260	7948
32601	65285
52680	17539
78254	26492
77462	95831
87880	98014
83644	53786
9591	28199
84894	18480
86257	87953
58949	29385
59324	83285
83178	14070
4110	12307
25760	80438
21228	86362
61881	12150
36495	57126
13052	77087
37370	24505
69352	58129
52947	81192
57845	43559
7194	86552
88714	76478
99208	50534
62326	86817
5378	98598
3509	81032
89877	87334
91313	40742
38945	89151
88616	40776
24463	67326
23962	41249
10307	60479
82172	34962
45294	98000
86777	98717
68096	30023
69339	80092
74104	65883
17575	49085
31499	51326
42726	19422
57982	5674
20685	77104
16226	67992
42795	28484
69972	97743
8329	43327
82653	87761
77750	5246
34032	6767
89419	91637
95028	35873
99485	10142
69366	49888
50783	49530
5453	74401
74432	8709
29046	11279
16664	96466
99155	30090
56712	41590
30052	93184
19656	45888
41848	9824
54647	93809
80249	28835
18222	40927
97259	48958
55085	72700
59631	20912
55812	9967
13045	10330
92486	30503
23428	16471
8784	47768
7248	62370
2143	55839
56901	5829
94860	83520
22147	75749
19965	48481
24854	17767
89676	57976
61102	4434
49666	44445
58223	56551
17445	40256
56487	86369
22468	66744
23781	93992
48880	6242
30531	97279
76077	16608
20272	76854
54843	8016
18349	94929
56448	47397
23714	44466
28367	47998
73330	33676
40156	63385
4985	415
17981	38859
40277	44669
74416	83811
89935	53573
96736	53959
22069	85049
84075	5765
18291	30700
37079	94911
80201	10546
41387	4710
80715	52599
60863	9894
30217	74749
73216	11322
96320	6338
12090	58543
96144	24654
43885	30521
41481	24558
88722	92618
96858	61918
74482	73454
21463	73157
74366	74610
81821	7564
48102	43143
33127	29145
87668	37362
84311	2401
93404	66412
21141	65983
96874	93864
60258	40248
99401	7126
6340	81585
27255	83172
82131	83163
38218	77815
54714	43168
39397	32375
80646	35437
2591	30192
4643	21826
23482	71704
35634	70824
61597	5986
29017	54625
84064	23725
84859	99460
41139	61389
21466	89463
97840	68236
49915	44051
79198	19416
65697	57386
12950	18394
2746	44464
29148	82009
97315	39147
3045	36800
20478	91283
52593	1799
86157	18716
21000	15782
89195	5731
17832	20401
94738	37887
59013	63820
52963	61994
17099	95710
10268	24078
45589	67735
69149	97656
38314	97473
80487	60295
74401	77482
18098	2522
42641	12360
62310	18425
91504	21193
9969	18636
93815	41709
20422	5403
24317	84581
6000	66005
26128	55973
26609	85465
24915	30789
56664	57599
6191	6344
9615	96054
2362	50383
87129	91667
26618	38098
93911	68140
99369	30898
3012	60669
47225	43425
7070	25638
83807	98983
1720	11354
63733	86246
40530	72775
48265	36805
43671	29198
179	35194
68665	81013
82045	43296
67214	28548
10099	6667
93736	29729
723	36697
77349	24936
89816	64246
9119	12149
60262	87306
75068	2650
3339	29042
23916	12280
63778	22162
48605	64507
69583	96163
45814	99292
31242	64400
95545	32500
18027	1376
34052	72371
8142	28258
3485	49368
1554	86156
91539	30981
12440	21105
68946	95577
14929	39424
66233	89516
10392	66858
90098	53535
68680	95305
31631	78131
36914	10355
4243	55737
53725	46242
42176	93774
32531	56705
30103	16250
93615	77590
80503	35952
42760	82108
2481	94423
969	12441
45717	19356
53480	67456
78180	48722
32790	57208
94485	43941
35139	1523
8828	28180
77886	68221
4781	473
58088	25097
42556	71455
24248	95239
70735	74930
17967	69890
61946	94756
19708	31049
61683	35144
11451	3048
96845	83446
63187	8059
83593	72347
6918	1835
44895	65972
33022	17925
75518	85170
43242	27425
75269	2896
6394	48292
80673	21032
56877	28342
2644	36132
21192	39804
79340	54151
82903	9320
89796	2264
96712	48303
2153	94195
72386	28550
181	98302
98153	3160
17769	82201
87642	97315
15125	76231
90659	85508
7534	82508
12146	16339
84121	47235
78764	26888
16485	44179
54809	7940
59892	35619
56668	22206
78975	74421
25397	72862
31479	67520
56812	34769
95444	20525
35487	39517
59434	85604
43977	1297
340	50009
88299	75824
41976	24856
45198	52321
61987	2994
8563	24006
36372	21327
99547	1209
44045	18223
70510	17791
20250	88693
42567	71585
75241	49019
28654	88432
5053	61152
50731	95760
10635	54058
61649	98884
87253	21477
78595	4963
5169	61091
37118	8178
5280	30086
433	96842
5417	64131
2274	44727
29244	55031
5846	40199
46634	66935
2073	56101
38214	20658
88114	65993
57652	63653
47811	71879
38493	56918
15811	58389
2660	39239
96198	18379
82352	58944
50499	17797
15502	8641
72095	45485
30953	46041
33054	17562
88380	70014
46535	80000
10566	5162
23296	74193
4829	30360
76053	33492
14845	74790
4113	34398
80835	77120
96916	96617
44614	17899
94169	6743
40973	83166
94662	45407
57659	83186
81199	98779
34467	19979
83830	47592
61488	34759
27073	28912
80694	19683
41565	58633
34502	82781
12365	26626
91439	96796
90941	2654
23394	11675
74327	25603
69086	34980
65245	37273
45631	22354
96645	17650
41932	15145
46593	92945
14194	74640
28112	60718
34482	26543
87212	27715
96918	41339
71504	66010
41962	74450
26712	44245
51748	66182
56746	63594
39455	57043
97187	734
10553	56050
90130	87299
76968	69317
24574	74579
33507	56700
16033	75854
96861	16109
51853	32635
14335	80634
68655	2833
78169	25840
51764	2482
90372	2608
7879	95284
27704	85136
136	40129
14473	20388
48731	47698
9569	82694
73682	37261
26809	71048
86606	60846
91540	59882
91226	51605
15576	30097
73300	82118
11896	45509
46486	16291
42681	58252
97127	84727
79125	95875
30036	68331
37427	73562
73162	97385
63017	19509
27369	13536
29229	52256
42842	17096
3179	3368
11392	92150
27691	81219
28394	91072
75490	98561
7663	77821
76299	90271
99287	13
99470	83162
37693	2184
33592	68261
57313	38988
70931	39903
18509	19400
26967	46167
25586	17183
38128	3826
45118	24832
24016	38259
52582	67418
7065	61638
72099	25691
2911	29116
31905	83379
78731	78384
16421	21853
31564	68389
87209	39596
65722	57157
75282	30158
9764	69390
60981	20705
42343	10996
56097	5099
22470	91060
76246	91796
24915	6582
34494	77258
47363	1141
7570	25343
11062	81168
61194	20049
38488	33534
82741	82253
38964	75399
34082	68536
95749	90027
46800	4098
32617	20169
37210	47622
19978	11785
10939	66195
16849	75890
58483	9132
15942	61685
22324	70296
79761	21513
47353	26265
27415	98112
46015	2037
17452	74940
15710	43434
98868	16765
8107	82641
41407	97257
53673	4233
69726	64530
40061	66816
9387	47512
99126	31236
72838	91453
34623	69065
4062	27755
3716	41778
40977	83194
31999	68143
49823	54933
82644	51361
87541	88713
99400	27807
15286	68037
24868	83840
41381	27476
274	86431
2149	53816
82110	44241
29273	72739
87327	6644
40307	17752
32218	80238
88405	28367
23943	30943
75332	48157
17012	92520
17468	28904
29746	72938
23144	79922
29426	1844
29318	85105
61146	96264
58156	32796
62999	52417
47826	99977
92640	17750
96840	1085
64749	62500
73663	20157
35892	12287
59898	71622
70686	14774
41317	74964
51088	93164
90714	57366
79035	54512
18007	37226
807	43443
90379	89948
36019	96390
91904	23671
57882	94647
46316	37049
22491	61779
86117	15420
74403	80019
97785	9192
78664	62407
64310	7818
78485	74535
37200	47769
63971	80169
9378	67387
67983	75509
35389	75013
42788	45647
31087	2235
89400	58284
52424	37046
73592	30199
64163	62000
4320	4213
47553	5924
86979	54645
75781	25812
67860	72181
24258	81613
33921	93256
46415	8079
12489	18411
43218	74812
26617	26066
79391	7401
46466	89277
85302	49513
52194	5795
24815	22107
50957	14400
64435	87186
51217	62572
75387	25182
95776	46929
11274	90884
33161	19007
37029	52745
86962	32400
71754	83419
31350	30951
11001	75598
41498	60788
67146	64933
85209	70231
33420	77961
98742	20837
63233	96882
90645	1011
92393	74469
96020	31037
32792	85755
62626	55651
63130	35804
42248	93251
67347	93098
65582	78921
52773	13904
61683	74293
3521	48225
79184	29101
43557	29764
95869	81897
24767	38186
5995	20602
20867	17732
